Song Title,Artist,Creator,Circle Size,Total Notes,Average Interval,Minimum Interval,Maximum Interval,2 Chord,3 Chord,4 Chord,1 Note on Drag,2 Note on Drag,3 Note on Drag,Drag on 1 Drag,Drag on 2 Drag,Drag on 3 Drag,NPM,Difficulty 
GATE~Sore wa Akatsuki no you ni~ (TV size),KISIDA KYODAN & THE AKEBOSI ROCKETS,Gravey-,4,324,316.6666666666667,150,1650,236,44,0,36,0,0,11,0,0,219.53202637998012,1.42
Installation,sweet ARMS,- Bad Apple -,4,3466,145.8185430463576,69,1256,1247,844,169,378,10,0,64,5,0,628.5437949585928,3.75
Apparition,Spawn of Possession,XeoStyle,4,7165,91.80173841059603,53,2507,2937,1468,420,433,14,6,93,9,3,862.9844124820588,5.35
Kyouran Hey Kids!!,THE ORAL CIGARETTES,Lina Sintyadewi,4,685,195.30444444444444,105,2535,217,234,0,69,17,11,52,17,11,464.06070049454644,2.88
Kyouran Hey Kids!!,THE ORAL CIGARETTES,Lina Sintyadewi,4,338,271.2561728395062,211,2535,312,13,0,67,2,0,59,2,0,228.98177630241855,1.37
Kyouran Hey Kids!!,THE ORAL CIGARETTES,Lina Sintyadewi,4,957,187.79273504273505,105,2535,141,178,140,68,27,14,52,16,10,648.3300589390963,3.62
Kyouran Hey Kids!!,THE ORAL CIGARETTES,Lina Sintyadewi,4,476,258.49117647058824,105,2535,206,135,0,74,0,0,70,0,0,322.4713772779622,1.87
2 MINUTES FIGHTERS,P*Light,SpectorDG,4,1022,167.0214592274678,73,2068,384,310,6,108,16,1,41,9,0,521.6858654778717,2.96
2 MINUTES FIGHTERS,P*Light,SpectorDG,4,1543,125.78121664887941,36,2068,494,284,159,109,7,1,34,3,1,780.271552704992,4.42
2 MINUTES FIGHTERS,P*Light,SpectorDG,4,1325,131.04643261608155,36,2216,499,329,56,142,11,1,32,6,1,682.3565763724379,4.14
2 MINUTES FIGHTERS,P*Light,SpectorDG,4,669,230.04771371769382,147,2068,339,165,0,109,15,0,50,7,0,344.5256978061592,2.23
2 MINUTES FIGHTERS,P*Light,SpectorDG,4,1705,111.081362346263,36,2068,583,303,172,162,3,1,45,3,1,865.4309812447656,4.75
2 MINUTES FIGHTERS,P*Light,SpectorDG,4,462,288.5635910224439,147,2068,342,60,0,37,4,1,22,3,1,237.92357606344626,1.63
Anemone -TV MIX-,ClariS,richardfeder,4,528,226.0909090909091,53,1500,209,147,7,21,2,0,7,1,0,376.51085677612576,2.37
Anemone -TV MIX-,ClariS,richardfeder,4,811,159.36116504854368,53,857,293,154,66,78,4,5,30,4,4,578.3149712981781,3.3
Anemone -TV MIX-,ClariS,richardfeder,4,300,344.83613445378154,107,1500,179,59,1,43,0,0,26,0,0,213.9266231682533,1.56
Brand-new World,Shiena Nishizawa,qoot8123,4,186,430.3243243243243,146,1756,186,0,0,1,0,0,1,0,0,132.21025695703167,2.38
Brand-new World,Shiena Nishizawa,qoot8123,4,89,902.9886363636364,292,2342,89,0,0,1,0,0,1,0,0,63.37225861577899,1.55
Brand-new World,Shiena Nishizawa,qoot8123,4,291,275.52758620689656,73,2049,291,0,0,1,0,0,1,0,0,206.84507943277535,3.35
Brand-new World,Shiena Nishizawa,qoot8123,4,438,182.84439359267733,73,2049,438,0,0,1,0,0,1,0,0,311.33383089881653,4.65
Brand-new World,Shiena Nishizawa,qoot8123,4,284,299.4519572953737,146,4683,280,2,0,14,0,0,8,0,0,201.8694246010591,1.4
Brand-new World,Shiena Nishizawa,qoot8123,4,707,184.93626373626373,146,1317,205,251,0,42,1,0,9,1,0,502.54113800334085,2.75
Brand-new World,Shiena Nishizawa,qoot8123,4,928,159.06616257088848,73,1317,247,168,115,77,0,0,23,0,0,659.6296691189536,3.95
Brand-new World,Shiena Nishizawa,qoot8123,4,463,260.5139318885449,146,4683,185,139,0,6,0,0,4,0,0,329.10402672637457,2.1
cloche,Qrispy Joybox,DixonBlackwing,4,317,355.8412162162162,164,2472,277,20,0,71,0,0,20,0,0,178.1149037786206,1.35
cloche,Qrispy Joybox,DixonBlackwing,4,880,181.60172413793103,62,2472,283,297,1,212,7,0,52,4,0,494.45146790279534,2.8
cloche,Qrispy Joybox,DixonBlackwing,4,576,237.7629796839729,164,2472,312,132,0,103,4,0,24,3,0,323.6409608091024,2.07
176 - ikazuchi,saradisk,Steins,4,428,194.52836879432624,107,1715,140,141,2,61,0,0,24,0,0,464.2669896769294,2.32
176 - ikazuchi,saradisk,Steins,4,596,148.6639566395664,107,1715,159,196,15,117,0,0,33,0,0,646.5026304846962,3.44
176 - ikazuchi,saradisk,Steins,4,301,291.7925531914894,214,1715,77,112,0,3,0,0,2,0,0,326.50552311391533,1.82
Nihil Kagura,senya,Raediaufar,4,1651,218.81533101045295,100,2400,681,434,34,318,0,0,121,0,0,391.4780608676064,2.51
Nihil Kagura,senya,Raediaufar,4,2427,139.633129516398,50,1600,1227,520,52,287,9,2,72,4,2,575.4798629471113,3.57
Nihil Kagura,senya,Raediaufar,4,889,374.36661698956783,100,3200,455,217,0,198,2,0,115,1,0,210.79587892871115,1.57
Arianrhod,LeaF,Ichigaki,4,992,155.6122448979592,62,750,498,220,18,133,9,0,55,5,0,510.5244197416499,3
Arianrhod,LeaF,Ichigaki,4,336,389.03061224489795,187,1500,254,41,0,51,0,0,26,0,0,172.91956152539757,1.3
Arianrhod,LeaF,Ichigaki,4,1538,119.7055785123967,31,1500,489,391,89,156,16,0,79,8,0,791.518707220421,4.06
Arianrhod,LeaF,Ichigaki,4,581,289.55696202531647,93,1500,211,185,0,37,1,0,17,1,0,299.0067418043333,1.84
Innocent Tempest,Diceros Bicornis,Ichigaki,4,1013,198.96598639455783,83,1000,225,304,60,15,2,0,7,1,0,516.8279451029744,2.83
Innocent Tempest,Diceros Bicornis,Ichigaki,4,1922,103.62444641275465,1,889,526,422,176,6,1,0,3,0,0,980.5955681025833,4.52
Innocent Tempest,Diceros Bicornis,Ichigaki,4,592,265.8909090909091,83,1333,290,151,0,27,2,0,13,1,0,302.0356796653118,1.81
Innocent Tempest,Diceros Bicornis,Ichigaki,4,1484,152.13524057217165,41,1000,209,408,153,29,2,0,13,1,0,757.1299807826398,3.81
A Match Into Water,Pierce The Veil,puxtu,4,440,347.2994923857868,153,2449,350,45,0,101,2,0,76,2,0,192.28948307634036,1.49
A Match Into Water,Pierce The Veil,puxtu,4,1270,156.91304347826087,51,2449,536,283,56,148,9,0,119,4,0,555.0173716067097,3.09
A Match Into Water,Pierce The Veil,puxtu,4,354,388.5042492917847,153,8571,354,0,0,13,0,0,13,0,0,154.70562956596476,3.27
A Match Into Water,Pierce The Veil,puxtu,4,1813,152.54949944382648,51,2449,258,377,259,148,9,6,121,4,2,792.3200745850115,4.06
A Match Into Water,Pierce The Veil,puxtu,4,416,310.17831325301205,76,9490,416,0,0,0,0,0,0,0,0,181.8009658176309,4.41
A Match Into Water,Pierce The Veil,puxtu,4,908,170.15136476426798,76,2449,706,101,0,116,4,0,83,2,0,396.8155696211752,2.21
Din Don Dan,Ryu feat.Mayumi Morinaga,victorica_db,4,747,198.856,107,643,262,232,7,14,9,0,8,6,0,443.0254625968686,2.49
Din Don Dan,Ryu feat.Mayumi Morinaga,victorica_db,4,1023,159.3397435897436,107,429,297,260,66,23,2,0,11,0,0,606.7135853234224,3.19
Din Don Dan,Ryu feat.Mayumi Morinaga,victorica_db,4,414,268.7243243243243,107,643,328,43,0,13,0,0,8,0,0,245.53218408983076,1.58
TRICKL4SH 220,Lite Show Magic,MeowPaz,4,1260,144.21596858638745,68,1636,359,317,89,187,41,1,69,17,0,684.931506849315,3.78
TRICKL4SH 220,Lite Show Magic,MeowPaz,4,926,164.94161676646706,68,1636,415,251,3,136,11,0,57,10,0,503.3702978908458,2.93
TRICKL4SH 220,Lite Show Magic,MeowPaz,4,624,212.29479768786126,68,1636,416,104,0,18,2,0,10,1,0,339.20417482061316,1.96
TRICKL4SH 220,Lite Show Magic,MeowPaz,4,1310,135.35749385749386,68,1364,409,319,85,190,21,3,75,13,2,712.1113285496847,4.18
Yukizukiyo,Ryu*,Spy,4,478,253.26932084309132,96,1790,379,48,1,191,2,1,111,2,1,260.7841710918746,1.8
Yukizukiyo,Ryu*,Spy,4,1037,155.15925394548063,48,1790,366,325,7,162,9,5,117,6,4,565.7598021386484,3.7
Yukizukiyo,Ryu*,Spy,4,800,181.7579831932773,96,1790,392,204,0,160,2,3,109,2,3,436.45886375209136,2.61
Dear Brave,Kano,[ S a k u r a ],4,696,204.59619952494063,33,1437,227,116,79,94,0,0,23,0,0,483.68041881906,2.99
Dear Brave,Kano,[ S a k u r a ],4,447,261.8085106382979,79,1437,213,117,0,30,0,0,14,0,0,310.6395793277583,1.94
Dear Brave,Kano,[ S a k u r a ],4,776,201.08530805687204,33,1437,162,170,90,223,5,0,42,1,0,539.2758692580325,3.39
PLANET//SHAPER,Camellia,Evening,4,5534,128.80633030397993,34,6122,1495,1167,415,337,107,34,204,73,30,803.9183879020015,5.97
Critical Crystal,Seiryu,SanadaYukimura,4,1185,127.78711162255466,39,2042,567,291,12,139,0,0,28,0,0,637.3080680870897,4.1
Critical Crystal,Seiryu,SanadaYukimura,4,901,152.3278463648834,78,2042,561,167,2,11,0,0,5,0,0,484.56925683246243,2.95
Critical Crystal,Seiryu,SanadaYukimura,4,506,255.41822429906543,78,3770,352,77,0,63,6,0,24,3,0,276.4146219328993,1.82
Critical Crystal,Seiryu,SanadaYukimura,4,1514,114.59958720330238,39,2042,484,433,48,8,6,0,6,4,0,814.2484515475561,4.67
Imprinting,sakuzyo,victorica_db,4,1037,143.4715549936789,85,1542,572,195,25,150,2,0,21,1,0,546.5085638998682,3.11
Imprinting,sakuzyo,victorica_db,4,1343,138.56654456654456,42,1542,415,289,114,260,6,0,47,2,0,707.7733860342556,3.88
Imprinting,sakuzyo,victorica_db,4,599,227.16973415132924,85,1371,381,109,0,78,2,0,22,1,0,315.6785243741765,1.9
XY&Z,Satoshi (CV,Kuo Kyoka,4,858,131.83639143730886,59,1417,460,187,8,60,13,0,28,8,0,593.785323767561,3.1
XY&Z,Satoshi (CV,Kuo Kyoka,4,455,209.2742718446602,118,1417,371,42,0,16,1,0,9,1,0,314.8861565434035,1.95
XY&Z,Satoshi (CV,Kuo Kyoka,4,1122,130.63787878787878,59,1417,311,240,109,130,19,1,46,12,1,776.4885003114258,3.81
Natsukoi Hanabi,Shano x 40mP,Kuo Kyoka,4,724,232.01670644391407,94,1519,153,233,31,236,2,0,38,2,0,445.19600307455806,2.86
Natsukoi Hanabi,Shano x 40mP,Kuo Kyoka,4,468,272.3109243697479,94,1519,248,110,0,39,4,0,20,2,0,287.7786318216757,1.77
After Burner,Nekokaburi Cyclone(xi+nekomirin) feat.Emew.,Ichigaki,4,2064,131.94241316270566,39,1414,397,431,263,17,3,0,6,2,0,850.1348930123361,4.65
After Burner,Nekokaburi Cyclone(xi+nekomirin) feat.Emew.,Ichigaki,4,478,303.2457983193277,157,2670,476,1,0,45,0,0,23,0,0,196.8820149515003,1.44
After Burner,Nekokaburi Cyclone(xi+nekomirin) feat.Emew.,Ichigaki,4,780,275.4675572519084,157,2670,270,255,0,51,3,0,24,2,0,321.271907243034,2.11
After Burner,Nekokaburi Cyclone(xi+nekomirin) feat.Emew.,Ichigaki,4,1357,168.82456140350877,52,2670,428,355,73,6,3,0,4,2,0,558.9307411907655,3.4
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,607,186.37128712871288,87,1411,607,0,0,84,0,0,84,0,0,292.08202677017584,5.75
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,362,313.09972299168976,88,11470,362,0,0,57,0,0,57,0,0,174.06775178515616,4.27
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,678,239.98581560283688,88,706,452,113,0,132,0,0,68,0,0,299.54273343789345,1.8
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,524,215.94646271510516,88,1058,524,0,0,73,0,0,73,0,0,252.14532039457853,5.35
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,569,198.83978873239437,87,1412,569,0,0,86,0,0,86,0,0,273.79682575326206,5.56
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,468,241.84368308351176,87,11294,468,0,0,70,0,0,70,0,0,225.19668620830694,4.98
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,1108,157.02088167053364,88,530,636,209,18,63,2,0,29,1,0,489.5182133468819,2.73
Eisou Youga ~Meikyou Shisui~,Sharlo,Sharlo,4,1516,143.22962962962964,44,530,515,295,133,400,32,9,125,23,7,669.7740175395967,4.04
Bokutachi no Tabi to Epilogue.[Long ver.],aaaa,Daikyi,4,3529,148.97693574958814,25,7336,1410,940,77,3186,98,61,3186,98,61,584.8525024859131,5.07
Anemoi,ginkiha,[ A v a l o n ],4,1697,146.02634146341464,80,968,439,503,84,407,0,0,29,0,0,680.1421471704164,4.17
Anemoi,ginkiha,[ A v a l o n ],4,1829,137.19248395967003,80,968,445,557,90,347,6,0,47,3,0,733.0465451824934,4.54
Anemoi,ginkiha,[ A v a l o n ],4,423,391.82460732984293,161,1936,343,40,0,35,1,0,22,1,0,169.53454817506545,1.43
Anemoi,ginkiha,[ A v a l o n ],4,1157,174.65227537922988,80,968,561,295,2,192,3,0,50,2,0,463.715064393737,2.81
Anemoi,ginkiha,[ A v a l o n ],4,842,212.9118065433855,80,1290,566,138,0,107,10,0,54,7,0,337.4659327740074,2.09
Anemoi,ginkiha,[ A v a l o n ],4,1342,155.7513007284079,80,968,596,352,14,157,11,0,44,6,0,537.8613797894512,3.05
Love Maker,Ti7,DJPop,4,941,223.6206896551724,60,1920,459,232,6,92,29,1,39,13,1,358.33968012185835,2.11
Love Maker,Ti7,DJPop,4,1253,187.51807228915663,60,1920,451,342,34,148,66,1,65,38,1,477.1515613099771,2.74
Love Maker,Ti7,DJPop,4,614,271.413612565445,120,2160,534,40,0,25,5,0,17,5,0,233.9939024390244,1.81
Gekkou Ranbu,P*Light,Spy,4,1249,131.52352231604343,40,1935,467,307,56,81,0,0,6,0,0,678.4479168552754,4.15
Gekkou Ranbu,P*Light,Spy,4,1141,137.61355081555834,80,1935,461,331,6,18,0,0,5,0,0,619.7830849734742,3.59
Gekkou Ranbu,P*Light,Spy,4,526,232.47974413646057,80,1935,414,56,0,107,6,2,31,4,1,285.71945897988377,1.89
Gekkou Ranbu,P*Light,Spy,4,804,183.55723905723906,80,1935,386,209,0,102,7,2,40,4,1,436.7270817867425,2.57
Gekkou Ranbu,P*Light,Spy,4,989,153.13623595505618,80,1935,461,228,24,37,7,0,17,5,0,537.2177660287167,3.06
Gekkou Ranbu,P*Light,Spy,4,1261,135.95137157107231,40,1935,392,364,47,154,0,0,22,0,0,684.9662315088088,4.38
Gekkou Ranbu,P*Light,Fresh Chicken,4,1064,130.42224880382776,80,1935,613,221,3,77,2,0,14,1,0,578.224206798482,3.18
Gekkou Ranbu,P*Light,Fresh Chicken,4,1390,125.61405529953917,40,1935,438,343,86,320,20,1,39,6,1,755.3868867010244,4.4
Gekkou Ranbu,P*Light,Fresh Chicken,4,602,203.419776119403,80,1935,472,65,0,20,0,0,8,0,0,327.1531696359832,1.95
Gekkou Ranbu,P*Light,Fresh Chicken,4,347,373.74827586206897,161,1935,235,56,0,25,6,0,10,3,0,188.57499977356508,1.29
Belly Flopper,O2i3,Ilham,4,1069,150.02721088435374,40,1298,432,275,29,57,12,0,28,6,0,577.1255297515679,3.04
Belly Flopper,O2i3,Ilham,4,386,323.3724340175953,108,1298,298,44,0,43,0,0,20,0,0,208.39144479336315,1.56
Belly Flopper,O2i3,Ilham,4,1376,139.05422446406052,40,1298,322,362,110,148,35,5,73,23,2,742.8669120095018,3.89
Belly Flopper,O2i3,Ilham,4,559,266.99757869249396,81,1298,269,145,0,58,2,0,28,1,0,301.7896830038601,2.21
eastward,ginkiha,Rizqy,4,1234,145.52179034157834,80,1613,490,336,24,74,23,0,36,12,0,599.2812510117525,2.99
eastward,ginkiha,Rizqy,4,1664,134.1454940282302,40,1291,382,348,182,88,23,0,43,15,0,808.1069705701428,4.37
eastward,ginkiha,Rizqy,4,678,247.59118236472946,80,2258,322,178,0,70,0,0,30,0,0,329.26473921067117,1.95
Myosotis,M2U,ZZHBOY,4,878,200.43103448275863,47,2250,516,181,0,44,18,0,20,8,0,373.59052549464576,2.55
Myosotis,M2U,ZZHBOY,4,1078,180.46571798188876,47,2250,496,252,26,55,12,0,22,8,0,458.6908729877314,3.17
Myosotis,M2U,ZZHBOY,4,589,262.21804511278197,93,3000,477,56,0,32,13,0,17,6,0,250.62052336713708,1.77
Curtain Call Memories,DJ TOTTO & Qrispy Joybox,DixonBlackwing,4,847,171.12828947368422,57,693,391,198,20,194,42,1,49,17,0,481.350281308606,2.73
Curtain Call Memories,DJ TOTTO & Qrispy Joybox,DixonBlackwing,4,288,381.1208791208791,173,1734,260,14,0,44,1,0,10,1,0,163.67046164920723,1.29
Curtain Call Memories,DJ TOTTO & Qrispy Joybox,DixonBlackwing,4,1011,147.79261363636363,57,607,428,248,29,166,1,0,51,1,0,574.5515164144044,3.23
Curtain Call Memories,DJ TOTTO & Qrispy Joybox,DixonBlackwing,4,1165,140.98373983739836,57,607,356,340,43,336,5,0,84,3,0,662.0697493796056,3.82
Curtain Call Memories,DJ TOTTO & Qrispy Joybox,DixonBlackwing,4,627,226.18695652173912,86,1388,295,166,0,63,0,0,23,0,0,356.32423421546156,2.11
Orange File,deadmau5,Hydria,4,404,109.98257839721255,82,165,172,116,0,0,0,0,0,0,0,725.6398742703188,3.28
Orange File,deadmau5,Hydria,4,288,109.98257839721255,82,165,288,0,0,0,0,0,0,0,0,517.2878311629995,2.35
Orange File,deadmau5,Hydria,4,150,211.84563758389262,82,330,150,0,0,0,0,0,0,0,0,269.4207453973956,1.58
ELPIS,dj TAKA,Critical_Star,4,1237,120.27783783783784,43,1372,636,269,21,113,5,0,27,2,0,659.9210442081303,3.78
ELPIS,dj TAKA,Critical_Star,4,1443,118.64126016260163,43,5486,607,308,60,12,3,0,6,1,0,734.0149549824508,4.27
ELPIS,dj TAKA,Critical_Star,4,608,204.1523642732049,85,5486,536,36,0,25,3,0,12,2,0,309.2731064652322,1.83
ELPIS,dj TAKA,Critical_Star,4,949,137.5241038318912,43,1372,671,139,0,49,5,0,19,2,0,506.2773411103602,2.85
Kaga Misaki,Kaga (CV,Draftnell,4,518,286.5547785547786,112,1805,342,88,0,195,38,3,113,17,3,252.14379010733145,1.86
Kaga Misaki,Kaga (CV,Draftnell,4,241,538.1842105263158,225,3609,217,12,0,137,7,0,134,7,0,117.52562237375747,1.23
Kaga Misaki,Kaga (CV,Draftnell,4,837,250.37067209775967,112,1804,219,201,72,278,80,65,242,55,45,407.4215295749739,2.93
Dimension tripper!!!!,nao,Feerum,4,323,281.5638629283489,159,1434,321,1,0,250,43,4,249,43,4,211.9816676328714,1.38
Dimension tripper!!!!,nao,Feerum,4,752,178.97425742574256,79,797,268,230,8,398,47,36,372,43,29,493.53007448891424,2.78
Dimension tripper!!!!,nao,Feerum,4,1008,155.02915951972557,79,638,219,306,59,529,10,4,511,6,2,661.5403126127999,3.29
Dimension tripper!!!!,nao,Feerum,4,549,220.98288508557457,79,797,271,139,0,374,41,9,368,40,9,360.30320597661415,2.05
Galaxy Collapse,Kurokotei,Mat,4,5891,118.22696496909037,23,3666,1426,1454,515,470,22,1,83,8,1,880.0637402584468,6.54
Dreadnought,Mastermind(xi+nora2r),Kyousuke-,4,3992,110.05135730007336,26,1875,1735,719,273,364,49,33,152,45,32,793.517224014895,4.93
R4V3 B0Y,S3RL feat Krystal,Draftnell,4,1224,223.79087452471484,64,2743,358,430,2,224,0,0,120,0,0,415.82913861537503,2.79
R4V3 B0Y,S3RL feat Krystal,Draftnell,4,1787,183.3551401869159,28,2743,356,394,213,342,37,0,127,19,0,607.0969531909111,4.11
R4V3 B0Y,S3RL feat Krystal,Draftnell,4,785,280.27142857142854,85,2743,477,154,0,114,0,0,57,0,0,266.68780540283444,1.91
If You Can't Hang,Sleeping With Sirens,pishifat,4,721,342.0138888888889,78,10000,721,0,0,70,0,0,70,0,0,175.6038157093566,4.56
If You Can't Hang,Sleeping With Sirens,pishifat,4,539,436.80297397769516,78,17500,539,0,0,46,0,0,46,0,0,133.30585325638913,3.77
If You Can't Hang,Sleeping With Sirens,pishifat,4,873,272.0045871559633,78,20000,873,0,0,136,0,0,136,0,0,212.6243149989852,6.26
If You Can't Hang,Sleeping With Sirens,pishifat,4,803,297.6932668329177,78,17500,803,0,0,115,0,0,115,0,0,195.5754008524457,5.53
If You Can't Hang,Sleeping With Sirens,pishifat,4,896,275.13966480446925,78,10000,896,0,0,144,0,0,144,0,0,218.2261010757053,6
If You Can't Hang,Sleeping With Sirens,pishifat,4,1761,203.3443435177539,52,2031,822,231,159,257,15,1,254,13,1,428.9019687436574,3
If You Can't Hang,Sleeping With Sirens,pishifat,4,2705,176.01858470335955,52,1875,424,647,329,383,3,3,257,3,2,658.8187538055612,3.84
Junshin Always,Azusa Tadokoro,Interlude-,4,335,325.3074074074074,166,1333,207,64,0,38,0,0,12,0,0,225.75898824031538,1.49
Junshin Always,Azusa Tadokoro,Interlude-,4,819,179.61758691206543,83,1333,244,164,81,26,2,0,8,1,0,551.9301831905025,2.84
Junshin Always,Azusa Tadokoro,Interlude-,4,1071,166.0359168241966,83,1167,165,198,158,46,10,0,13,5,0,721.7548549414262,3.81
Junshin Always,Azusa Tadokoro,Interlude-,4,541,241.29945054945054,166,1333,189,176,0,31,0,0,11,0,0,364.5839183224198,2.05
YELLOW SPLASH!!,P*Light,Critical_Star,4,416,292.34647887323945,162,1298,296,60,0,47,7,0,23,4,0,237.64186152791532,1.62
YELLOW SPLASH!!,P*Light,Critical_Star,4,1270,126.87408312958435,40,1298,411,366,41,73,21,0,22,2,0,725.4931830299338,4.13
YELLOW SPLASH!!,P*Light,Critical_Star,4,1059,147.83903133903135,81,1298,386,278,39,145,3,0,55,2,0,604.958488841496,3.23
YELLOW SPLASH!!,P*Light,Critical_Star,4,651,203.09784735812133,81,1298,374,137,1,82,3,0,27,2,0,371.88666311219436,2.35
YELLOW SPLASH!!,P*Light,Critical_Star,4,1416,121.95417156286722,40,1298,376,394,76,104,12,2,16,7,0,808.8963363546347,4.66
Girl meets Love ShortVersion,Katakiri Rekka & Suzuyu,-[ AmiShici ]-,4,498,272.08683473389357,162,1297,218,140,0,82,6,0,26,3,0,305.7747213950204,1.92
Girl meets Love ShortVersion,Katakiri Rekka & Suzuyu,-[ AmiShici ]-,4,852,176.2885662431942,81,973,300,204,48,181,13,0,43,9,0,523.1326558806373,2.88
Girl meets Love ShortVersion,Katakiri Rekka & Suzuyu,-[ AmiShici ]-,4,944,168.9304347826087,81,973,281,222,73,292,25,0,66,9,0,579.6211586283118,3.62
Never Ending,syzfonics,SpectorDG,4,859,156.3801775147929,68,1909,495,182,0,254,5,0,59,5,0,484.6353481024561,2.99
Never Ending,syzfonics,SpectorDG,4,322,351.2059800664452,132,2370,282,20,0,37,1,0,26,1,0,181.6677323503968,1.47
Never Ending,syzfonics,SpectorDG,4,1105,140.95066666666668,26,1909,423,302,26,352,5,0,78,3,0,623.4249821341257,4.25
Never Ending,syzfonics,SpectorDG,4,1140,140.95066666666668,26,1909,389,335,27,331,35,2,75,19,1,643.171474780908,4.97
Never Ending,syzfonics,SpectorDG,4,480,281.15159574468083,75,1909,274,103,0,90,6,2,35,4,1,270.8090420130139,2.1
Otsukimi Recital,yuikonnu,Muu-chan,4,1703,181.8819031435854,76,4152,699,433,46,376,4,4,188,4,4,476.86829418545506,2.86
Otsukimi Recital,yuikonnu,Muu-chan,4,1015,240.53370786516854,77,4306,767,124,0,197,0,0,114,0,0,284.216863533903,1.75
Otsukimi Recital,yuikonnu,Muu-chan,4,2539,163.8342245989305,38,4152,435,525,346,284,13,6,140,8,2,709.6903431986844,4.1
Otsukimi Recital,yuikonnu,Muu-chan,4,612,396.43518518518516,153,4306,470,71,0,123,2,0,83,2,0,171.37016796329914,1.31
Lachryma<Re,Kaneko Chiharu,Fresh Chicken,4,1121,117.33566433566433,63,2034,883,119,0,151,22,0,51,8,0,569.3679051222795,3.5
Lachryma<Re,Kaneko Chiharu,Fresh Chicken,4,336,358.63009404388714,127,2161,304,16,0,59,4,0,37,3,0,175.18095949809265,1.34
Lachryma<Re,Kaneko Chiharu,Fresh Chicken,4,1421,102.48952879581152,42,1017,879,262,6,165,14,0,43,7,0,721.7411179114712,4.24
Lachryma<Re,Kaneko Chiharu,Fresh Chicken,4,1845,97.06859504132231,21,1017,695,399,116,322,83,0,53,13,0,937.0952586535287,5.29
Lachryma<Re,Kaneko Chiharu,Fresh Chicken,4,654,195.1046511627907,64,2034,552,51,0,100,0,0,44,0,0,332.17360388043784,2.21
Batting Show Perfect Version,TSUNKU,Daikyi,4,692,225.4004576659039,1,2334,234,162,34,633,11,11,633,11,11,411.6597263533611,3.03
Batting Show Perfect Version,TSUNKU,Daikyi,4,255,430.0625,1,2334,195,30,0,230,9,1,230,9,1,154.7643131701396,1.4
Batting Show Perfect Version,TSUNKU,Daikyi,4,511,298.4848484848485,83,2334,184,117,27,497,9,5,497,9,5,303.9857227840571,2.21
Beautiful Dream,REDALiCE feat. anporin,Dellvangel,4,428,315.37861271676303,164,1319,266,81,0,59,6,0,28,4,0,232.22165955291905,1.72
Beautiful Dream,REDALiCE feat. anporin,Dellvangel,4,1445,121.24555555555555,82,660,436,386,79,88,11,0,27,7,0,784.0193879765608,4
Beautiful Dream,REDALiCE feat. anporin,Dellvangel,4,783,206.27788279773156,82,1319,277,253,0,209,7,0,52,4,0,424.83541922882154,2.39
Beautiful Dream,REDALiCE feat. anporin,Dellvangel,4,1124,156.33381088825215,82,989,348,277,74,248,7,0,81,5,0,609.8531433118716,3.19
End to end,Noah,erlinadewi-,4,859,185.77242524916943,58,1883,361,228,14,188,3,0,45,3,0,458.34111463863616,3.1
End to end,Noah,erlinadewi-,4,336,338.46504559270517,117,1883,324,6,0,56,0,0,28,0,0,179.2812741776272,1.32
End to end,Noah,erlinadewi-,4,512,268.189448441247,117,1883,325,92,1,131,3,0,46,1,0,273.1905130325748,2.13
End to end,Noah,erlinadewi-,4,1454,127.374715261959,30,1882,416,351,112,389,5,1,54,4,0,775.818370994851,4.89
End to end,Noah,erlinadewi-,4,1216,142.46496815286625,30,6589,415,312,59,181,2,1,49,2,1,648.827468452365,4.13
End to end,Noah,erlinadewi-,4,1400,129.13972286374133,30,1883,405,391,71,0,0,0,0,0,0,747.0053090734467,4.5
NEO GRAVITY,lapix,Fresh Chicken,4,926,183.49768875192603,60,3091,408,208,34,205,21,0,82,9,0,464.1138732959102,2.95
NEO GRAVITY,lapix,Fresh Chicken,4,1315,146.66256157635468,30,2364,462,211,129,198,117,18,99,54,13,659.0817963111467,4.42
NEO GRAVITY,lapix,Fresh Chicken,4,498,303.80102040816325,91,3091,288,105,0,69,7,0,36,4,0,249.5990376904571,1.88
Heart's All Gone,blink-182,puxtu,4,500,201.58917835671343,93,750,500,0,0,65,0,0,65,0,0,289.19007499662615,5.1
Heart's All Gone,blink-182,puxtu,4,1215,121.96601941747574,62,313,480,300,45,271,0,0,246,0,0,703.3624390949877,3.29
Heart's All Gone,blink-182,puxtu,4,1620,115.78341013824885,62,313,209,569,91,302,0,0,278,0,0,937.8165854599836,4.2
Heart's All Gone,blink-182,puxtu,4,298,338.6969696969697,93,750,298,0,0,3,0,0,3,0,0,172.35728469798914,3.06
Heart's All Gone,blink-182,puxtu,4,577,174.640625,93,750,577,0,0,63,0,0,63,0,0,333.72534654610655,5.77
